ID,Case Number,Date,Time,AM/PM,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats,Wards 2023-
13425318,JH220414,4/10/2024,12:00:00,AM,0000X W 87TH ST,460,BATTERY,SIMPLE,CTA BUS STOP,FALSE,FALSE,634,6,21,44,08B,2024,4/17/2024 15:41,41.73627743,-87.62510451,"(41.736277427, -87.62510451)",18,"21,554",40,1,13,59,20,242,21
13424224,JH219164,4/9/2024,11:30:00,PM,009XX W BELMONT AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA TRAIN,TRUE,FALSE,1933,19,44,6,26,2024,4/17/2024 15:41,41.93991842,-87.65328888,"(41.93991842, -87.653288878)",38,"4,449",57,681,25,22,5,31,44
13425209,JH219155,4/9/2024,11:25:00,PM,109XX S MICHIGAN AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,CTA BUS STOP,TRUE,FALSE,513,5,9,49,16,2024,4/17/2024 15:41,41.69555515,-87.62077676,"(41.695555151, -87.62077676)",30,"21,861",45,237,43,19,10,260,11
13424232,JH219000,4/9/2024,8:35:00,PM,012XX W LOYOLA AVE,460,BATTERY,SIMPLE,CTA TRAIN,FALSE,FALSE,2432,24,49,1,08B,2024,4/17/2024 15:41,42.00106499,-87.66125447,"(42.001064985, -87.661254473)",3,"21,853",10,48,5,9,11,41,49
13424188,JH219019,4/9/2024,7:15:00,PM,052XX S PULASKI RD,460,BATTERY,SIMPLE,CTA BUS,FALSE,FALSE,815,8,23,62,08B,2024,4/17/2024 15:41,41.79798376,-87.72329858,"(41.79798376, -87.723298581)",35,"22,248",60,793,6,56,13,105,23
13424155,JH219025,4/9/2024,5:51:00,PM,005XX S CENTRAL AVE,560,ASSAULT,SIMPLE,CTA BUS,TRUE,FALSE,1522,15,29,25,08A,2024,4/17/2024 15:41,41.87307587,-87.76460026,"(41.873075866, -87.764600261)",52,"22,216",26,67,7,32,25,99,29
13423997,JH218775,4/9/2024,5:00:00,PM,002XX S STATE ST,1330,CRIMINAL TRESPASS,TO LAND,CTA STATION,FALSE,FALSE,113,1,34,32,26,2024,4/17/2024 15:41,41.878639,-87.62769149,"(41.878638996, -87.627691486)",22,"14,912",38,92,36,29,22,126,34
13423705,JH218564,4/9/2024,3:40:00,PM,004XX S CLINTON ST,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,CTA TRAIN,TRUE,FALSE,121,1,34,28,18,2024,4/17/2024 15:41,41.87612122,-87.64100397,"(41.876121224, -87.641003973)",48,"14,917",29,97,26,44,22,91,28
13424120,JH218563,4/9/2024,3:10:00,PM,065XX S PROMONTORY DR,420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CTA BUS STOP,FALSE,FALSE,331,3,5,42,04B,2024,4/17/2024 15:41,41.77640043,-87.57044804,"(41.776400433, -87.570448042)",32,"22,538",9,134,33,24,18,262,3
13423655,JH218538,4/9/2024,2:53:00,PM,002XX S STATE ST,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,CTA TRAIN,TRUE,FALSE,113,1,34,32,18,2024,4/17/2024 15:41,41.878639,-87.62769149,"(41.878638996, -87.627691486)",22,"14,912",38,92,36,29,22,126,34
13423754,JH218512,4/9/2024,2:40:00,PM,005XX W HARRISON ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,CTA BUS,FALSE,FALSE,124,1,28,28,26,2024,4/17/2024 15:41,41.87438184,-87.64153679,"(41.874381838, -87.641536792)",48,"14,917",29,97,26,44,22,147,28
13425466,JH220685,4/9/2024,9:55:00,AM,002XX N LA SALLE ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA STATION,FALSE,FALSE,122,1,42,32,14,2024,4/17/2024 15:41,41.88590199,-87.63245549,"(41.885901992, -87.632455489)",22,"14,309",38,92,36,42,22,79,42
13423155,JH217873,4/9/2024,2:03:00,AM,046XX N WESTERN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,CTA BUS,FALSE,FALSE,1911,19,47,4,14,2024,4/17/2024 15:41,41.96613857,-87.6888317,"(41.966138567, -87.688831703)",13,"21,849",6,666,18,20,5,10,47
13423180,JH217863,4/9/2024,1:09:00,AM,002XX N LA SALLE ST,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CTA STATION,TRUE,FALSE,122,1,42,32,04A,2024,4/17/2024 15:41,41.88590199,-87.63245549,"(41.885901992, -87.632455489)",22,"14,309",38,92,36,42,22,79,42
13424140,JH217753,4/8/2024,10:30:00,PM,047XX N KIMBALL AVE,312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,CTA PARKING LOT / GARAGE / OTHER PROPERTY,FALSE,FALSE,1713,17,33,14,3,2024,4/16/2024 15:41,41.96753862,-87.71334024,"(41.967538619, -87.713340244)",2,"21,849",14,118,20,20,1,9,33
13422822,JH217508,4/8/2024,6:21:00,PM,002XX S DEARBORN ST,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,CTA TRAIN,FALSE,FALSE,113,1,34,32,18,2024,4/16/2024 15:41,41.87892626,-87.62933706,"(41.878926264, -87.629337063)",22,"14,912",38,92,36,29,22,126,34
13422765,JH217335,4/8/2024,4:34:00,PM,012XX S PULASKI RD,1320,CRIMINAL DAMAGE,TO VEHICLE,CTA BUS,FALSE,FALSE,1011,10,24,29,14,2024,4/16/2024 15:41,41.86480001,-87.72512722,"(41.864800009, -87.725127221)",36,"21,569",30,33,14,57,21,155,24
13422972,JH217498,4/8/2024,3:00:00,PM,069XX S YALE AVE,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CTA TRAIN,FALSE,FALSE,731,7,6,69,04A,2024,4/16/2024 15:41,41.76888359,-87.63109504,"(41.768883586, -87.63109504)",31,"21,559",67,513,32,11,17,210,4
13422874,JH217628,4/8/2024,10:30:00,AM,009XX W FULLERTON AVE,820,THEFT,$500 AND UNDER,CTA STATION,FALSE,FALSE,1812,18,43,7,6,2024,4/16/2024 15:41,41.92539845,-87.6523113,"(41.925398449, -87.652311296)",51,"21,190",68,769,34,16,5,173,43
13423025,JH216673,4/8/2024,5:50:00,AM,0000X W 95TH ST,313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,CTA TRAIN,FALSE,FALSE,511,5,9,49,3,2024,4/16/2024 15:41,41.72162305,-87.62470134,"(41.721623049, -87.624701342)",18,"21,861",45,568,13,19,10,250,11
13429604,JH225640,4/7/2024,11:36:00,PM,0000X E CERMAK RD,1340,CRIMINAL DAMAGE,TO STATE SUPPORTED PROPERTY,CTA TRAIN,FALSE,FALSE,131,1,3,33,14,2024,4/17/2024 15:40,41.85284096,-87.62645919,"(41.852840961, -87.626459189)",12,"21,194",34,193,9,40,22,94,8
13421664,JH216126,4/7/2024,3:15:00,PM,055XX S WOODLAWN AVE,560,ASSAULT,SIMPLE,CTA BUS,FALSE,FALSE,235,2,5,41,08A,2024,4/15/2024 15:41,41.79461711,-87.5965332,"(41.794617111, -87.596533202)",32,"22,260",8,154,33,60,24,132,3
13421767,JH216138,4/7/2024,3:12:00,PM,009XX W LAWRENCE AVE,558,ASSAULT,AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON,CTA BUS,FALSE,FALSE,2024,20,46,3,04A,2024,4/15/2024 15:41,41.96909774,-87.65423989,"(41.969097738, -87.654239888)",40,"22,616",31,635,39,15,2,14,46
13421325,JH215629,4/7/2024,3:50:00,AM,002XX W 63RD ST,320,ROBBERY,STRONG ARM - NO WEAPON,CTA STATION,FALSE,FALSE,711,7,20,68,3,2024,4/15/2024 15:41,41.77997505,-87.63093738,"(41.779975054, -87.630937377)",53,"21,559",66,435,4,11,17,201,20
13421327,JH215605,4/7/2024,3:00:00,AM,002XX W 63RD ST,420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CTA STATION,FALSE,FALSE,711,7,20,68,04B,2024,4/15/2024 15:41,41.77997505,-87.63093738,"(41.779975054, -87.630937377)",53,"21,559",66,435,4,11,17,201,20
13422007,JH215583,4/7/2024,2:40:00,AM,009XX W BELMONT AVE,560,ASSAULT,SIMPLE,CTA STATION,FALSE,FALSE,1933,19,44,6,08A,2024,4/15/2024 15:41,41.93991842,-87.65328888,"(41.93991842, -87.653288878)",38,"4,449",57,681,25,22,5,31,44
13421296,JH215551,4/7/2024,1:33:00,AM,0000X W 79TH ST,460,BATTERY,SIMPLE,CTA BUS STOP,TRUE,FALSE,623,6,6,44,08B,2024,4/15/2024 15:41,41.75094076,-87.62518522,"(41.750940757, -87.625185222)",31,"21,554",67,495,32,59,20,228,4
13421192,JH215456,4/6/2024,11:00:00,PM,022XX N CALIFORNIA AVE,820,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,1431,14,1,22,6,2024,4/14/2024 15:40,41.92203975,-87.69733018,"(41.922039747, -87.697330182)",24,"22,535",23,322,41,1,7,184,1
13421177,JH215436,4/6/2024,11:00:00,PM,014XX S MICHIGAN AVE,555,ASSAULT,AGGRAVATED PROTECTED EMPLOYEE - HANDGUN,CTA BUS,TRUE,FALSE,131,1,3,33,04A,2024,4/14/2024 15:40,41.86356723,-87.62406862,"(41.863567228, -87.624068617)",48,"14,913",34,374,9,35,22,94,8
13421134,JH215357,4/6/2024,8:40:00,PM,0000X N AUSTIN BLVD,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS STOP,FALSE,FALSE,1513,15,29,25,14,2024,4/14/2024 15:40,41.88058967,-87.77467238,"(41.880589672, -87.774672379)",,"22,216",,,,,,,
13420876,JH215025,4/6/2024,3:00:00,PM,004XX N MICHIGAN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,CTA BUS STOP,FALSE,FALSE,1834,18,42,8,11,2024,4/14/2024 15:40,41.88946287,-87.62422294,"(41.88946287, -87.624222942)",22,"21,182",37,159,36,6,14,74,42
13420576,JH214609,4/6/2024,6:30:00,AM,011XX W GRANVILLE AVE,460,BATTERY,SIMPLE,CTA TRAIN,FALSE,FALSE,2433,24,48,77,08B,2024,4/14/2024 15:40,41.99456758,-87.65905678,"(41.994567578, -87.65905678)",40,"4,451",76,45,16,14,11,50,48
13420470,JH214500,4/6/2024,2:25:00,AM,049XX N MILWAUKEE AVE,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,CTA STATION,FALSE,FALSE,1623,16,45,11,04B,2024,4/14/2024 15:40,41.97008868,-87.76269009,"(41.97008868, -87.762690091)",20,"21,869",11,129,50,48,12,58,45
13420495,JH214453,4/6/2024,1:21:00,AM,078XX S WESTERN AVE,560,ASSAULT,SIMPLE,CTA BUS,TRUE,FALSE,835,8,18,70,08A,2024,4/14/2024 15:40,41.75106503,-87.68287396,"(41.751065032, -87.682873958)",6,"21,554",69,498,30,59,13,226,18
13422091,JH216483,4/6/2024,12:00:00,AM,055XX N HARLEM AVE,870,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,1612,16,41,10,6,2024,4/13/2024 15:41,41.98227034,-87.80694126,"(41.982270338, -87.806941262)",34,"4,448",36,699,29,31,12,45,41
13420406,JH214392,4/5/2024,11:45:00,PM,011XX S STATE ST,340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,CTA TRAIN,TRUE,FALSE,123,1,4,32,3,2024,4/17/2024 15:40,41.86816541,-87.62743954,"(41.868165405, -87.62743954)",48,"14,913",38,12,10,35,22,144,9
13420128,JH214036,4/5/2024,5:07:00,PM,100XX W OHARE ST,460,BATTERY,SIMPLE,CTA TRAIN,FALSE,FALSE,1651,16,41,76,08B,2024,4/13/2024 15:41,41.97629041,-87.90522722,"(41.976290414, -87.905227221)",34,"16,197",75,668,29,38,12,24,41
13420126,JH214020,4/5/2024,4:16:00,PM,001XX N COLUMBUS DR,925,MOTOR VEHICLE THEFT,"ATTEMPT - TRUCK, BUS, MOTOR HOME",CTA BUS,TRUE,FALSE,114,1,42,32,7,2024,4/13/2024 15:41,41.8853327,-87.62066233,"(41.885332703, -87.620662333)",22,"14,309",38,580,36,42,22,87,42
13420143,JH213989,4/5/2024,4:15:00,PM,0000X W 69TH ST,460,BATTERY,SIMPLE,CTA TRAIN,FALSE,FALSE,731,7,6,69,08B,2024,4/13/2024 15:41,41.76918549,-87.62573242,"(41.769185486, -87.625732415)",31,"22,260",67,513,32,11,17,201,4
13420313,JH214066,4/5/2024,4:00:00,PM,079XX S STATE ST,460,BATTERY,SIMPLE,CTA TRAIN,FALSE,FALSE,623,6,6,44,08B,2024,4/13/2024 15:41,41.75077211,-87.62453842,"(41.750772111, -87.624538423)",31,"21,546",40,406,32,61,20,228,4
13419895,JH213844,4/5/2024,3:30:00,PM,0000X E ROOSEVELT RD,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,CTA STATION,TRUE,FALSE,131,1,34,33,18,2024,4/13/2024 15:41,41.86742869,-87.62634257,"(41.867428687, -87.626342565)",48,"14,913",38,374,10,35,22,144,34
13420049,JH213788,4/5/2024,9:00:00,AM,049XX N MILWAUKEE AVE,820,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,1623,16,45,11,6,2024,4/13/2024 15:41,41.97008868,-87.76269009,"(41.97008868, -87.762690091)",20,"21,869",11,129,50,48,12,58,45
13422225,JH216677,4/4/2024,11:00:00,PM,069XX S HALSTED ST,580,STALKING,SIMPLE,CTA BUS STOP,FALSE,FALSE,733,7,16,68,08A,2024,4/12/2024 15:42,41.76838292,-87.644495,"(41.768382919, -87.644495002)",31,"21,559",66,410,32,11,17,214,4
13419134,JH212912,4/4/2024,7:14:00,PM,075XX N PAULINA ST,460,BATTERY,SIMPLE,CTA STATION,FALSE,FALSE,2422,24,49,1,08B,2024,4/12/2024 15:42,42.01849825,-87.67298323,"(42.018498254, -87.672983233)",3,"21,853",10,489,5,9,11,32,49
13418885,JH212646,4/4/2024,3:02:00,PM,011XX S STATE ST,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,CTA TRAIN,TRUE,FALSE,123,1,4,32,18,2024,4/12/2024 15:42,41.86816541,-87.62743954,"(41.868165405, -87.62743954)",48,"14,913",38,12,10,35,22,144,9
13418934,JH212564,4/4/2024,2:20:00,PM,015XX N CLYBOURN AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),CTA TRAIN,FALSE,FALSE,1822,18,2,8,18,2024,4/12/2024 15:42,41.91067631,-87.64918707,"(41.910676312, -87.649187069)",51,"22,620",37,108,11,49,14,199,2
13418907,JH212567,4/4/2024,1:21:00,PM,0000X W CTA 95TH ST LN,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,CTA STATION,FALSE,FALSE,634,6,9,49,24,2024,4/12/2024 15:42,41.72276838,-87.62441036,"(41.722768379, -87.624410361)",18,"21,554",45,187,13,59,20,242,11
13419022,JH212736,4/4/2024,5:00:00,AM,001XX W 63RD ST,880,THEFT,PURSE-SNATCHING,CTA STATION,FALSE,FALSE,311,3,20,69,6,2024,4/12/2024 15:42,41.78001705,-87.62793783,"(41.78001705, -87.627937827)",53,"21,559",67,122,4,11,18,251,20
13418446,JH212034,4/4/2024,3:45:00,AM,012XX N MILWAUKEE AVE,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,CTA TRAIN,TRUE,FALSE,1424,14,1,24,04A,2024,4/12/2024 15:42,41.90352381,-87.66674162,"(41.90352381, -87.66674162)",24,"22,620",25,483,11,49,7,191,1
13417908,JH211493,4/3/2024,3:50:00,PM,075XX N PAULINA ST,560,ASSAULT,SIMPLE,CTA TRAIN,FALSE,FALSE,2422,24,49,1,08A,2024,4/11/2024 15:43,42.01849825,-87.67298323,"(42.018498254, -87.672983233)",3,"21,853",10,489,5,9,11,32,49
13418845,JH212553,4/3/2024,2:50:00,PM,062XX S ARCHER AVE,460,BATTERY,SIMPLE,CTA BUS,FALSE,FALSE,811,8,23,56,08B,2024,4/11/2024 15:43,41.79333188,-87.77787673,"(41.793331876, -87.777876728)",35,"22,268",53,587,6,7,13,131,23
13418027,JH211405,4/3/2024,2:29:00,PM,008XX E 63RD ST,460,BATTERY,SIMPLE,CTA TRAIN,FALSE,FALSE,313,3,20,42,08B,2024,4/11/2024 15:43,41.78041566,-87.60560879,"(41.780415657, -87.605608794)",53,"22,260",9,470,4,60,18,277,20
13418355,JH211925,4/3/2024,8:00:00,AM,0000X W 69TH ST,460,BATTERY,SIMPLE,CTA TRAIN,FALSE,FALSE,731,7,6,69,08B,2024,4/11/2024 15:43,41.76917412,-87.626561,"(41.769174121, -87.626561)",31,"21,559",67,513,32,11,17,201,4
13417435,JH210811,4/3/2024,12:58:00,AM,040XX S INDIANA AVE,460,BATTERY,SIMPLE,CTA TRAIN,FALSE,FALSE,213,2,3,38,08B,2024,4/11/2024 15:43,41.82155347,-87.62154611,"(41.821553466, -87.621546109)",12,"4,301",4,163,9,36,24,102,8
13417168,JH210629,4/2/2024,8:20:00,PM,087XX S DAN RYAN EXPY OB,810,THEFT,OVER $500,CTA TRAIN,FALSE,FALSE,634,6,21,44,6,2024,4/10/2024 15:41,41.73584032,-87.62498108,"(41.735840321, -87.624981078)",18,"21,554",40,1,13,59,20,242,21
13417132,JH210547,4/2/2024,7:12:00,PM,079XX S LAWNDALE AVE,320,ROBBERY,STRONG ARM - NO WEAPON,CTA BUS,FALSE,FALSE,834,8,18,70,3,2024,4/10/2024 15:41,41.74933836,-87.71458312,"(41.749338364, -87.714583115)",6,"4,300",69,199,30,8,13,232,18
13417015,JH210439,4/2/2024,4:55:00,PM,004XX S CLINTON ST,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,CTA TRAIN,TRUE,FALSE,121,1,34,28,18,2024,4/10/2024 15:41,41.87612122,-87.64100397,"(41.876121224, -87.641003973)",48,"14,917",29,97,26,44,22,91,28
13417006,JH210443,4/2/2024,4:00:00,PM,035XX S RHODES AVE,460,BATTERY,SIMPLE,CTA BUS,FALSE,FALSE,212,2,4,35,08B,2024,4/10/2024 15:41,41.83085917,-87.61447875,"(41.830859172, -87.614478749)",1,"21,194",1,561,10,36,24,101,9
13416995,JH210432,4/2/2024,4:00:00,PM,0000X S WACKER DR,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,CTA BUS,FALSE,FALSE,122,1,42,32,11,2024,4/10/2024 15:41,41.88134954,-87.63700731,"(41.881349543, -87.637007309)",48,"14,914",38,92,36,46,22,79,42
13416939,JH210225,4/2/2024,1:00:00,PM,091XX S COMMERCIAL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,CTA BUS,FALSE,TRUE,424,4,10,46,08A,2024,4/10/2024 15:41,41.72961825,-87.55124457,"(41.729618252, -87.551244573)",47,"21,202",42,510,47,25,19,239,6
13416757,JH209994,4/2/2024,11:50:00,AM,011XX S STATE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,CTA TRAIN,TRUE,FALSE,123,1,4,32,15,2024,4/10/2024 15:41,41.86816541,-87.62743954,"(41.868165405, -87.62743954)",48,"14,913",38,12,10,35,22,144,9
13416822,JH210163,4/2/2024,11:00:00,AM,004XX S RACINE AVE,460,BATTERY,SIMPLE,CTA TRAIN,FALSE,FALSE,1231,12,34,28,08B,2024,4/10/2024 15:41,41.87550838,-87.65697569,"(41.875508384, -87.656975687)",48,"14,917",29,87,26,44,15,95,34
13417626,JH211104,4/2/2024,7:00:00,AM,035XX S LEAVITT ST,820,THEFT,$500 AND UNDER,CTA STATION,FALSE,FALSE,912,9,12,59,6,2024,4/10/2024 15:41,41.83006591,-87.68015579,"(41.830065909, -87.680155789)",26,"14,924",56,719,1,37,23,165,12
13416824,JH210155,4/2/2024,7:00:00,AM,077XX N HASKINS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA TRAIN,FALSE,FALSE,2422,24,49,1,14,2024,4/10/2024 15:41,42.02206269,-87.67484904,"(42.022062685, -87.67484904)",3,"21,853",10,340,5,9,11,32,49
13424381,JH219379,4/2/2024,4:05:00,AM,075XX N PAULINA ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA TRAIN,FALSE,FALSE,2422,24,49,1,14,2024,4/12/2024 15:41,42.01849825,-87.67298323,"(42.018498254, -87.672983233)",3,"21,853",10,489,5,9,11,32,49
13416620,JH209673,4/2/2024,3:20:00,AM,075XX N PAULINA ST,820,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,2422,24,49,1,6,2024,4/10/2024 15:41,42.01849825,-87.67298323,"(42.018498254, -87.672983233)",3,"21,853",10,489,5,9,11,32,49
13416459,JH209601,4/2/2024,1:23:00,AM,0000X W 95TH ST,554,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",CTA BUS STOP,TRUE,FALSE,634,6,9,49,08A,2024,4/10/2024 15:41,41.7216272,-87.62448518,"(41.721627204, -87.624485177)",18,"21,861",45,187,13,59,20,242,11
13416316,JH209487,4/1/2024,9:30:00,PM,008XX N STATE ST,555,ASSAULT,AGGRAVATED PROTECTED EMPLOYEE - HANDGUN,CTA TRAIN,FALSE,FALSE,1832,18,42,8,04A,2024,4/9/2024 15:42,41.89688859,-87.62820319,"(41.896888586, -87.628203192)",22,"21,182",37,104,36,6,14,71,42
13415910,JH209006,4/1/2024,2:19:00,PM,011XX S STATE ST,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,CTA TRAIN,TRUE,FALSE,123,1,4,32,18,2024,4/9/2024 15:42,41.86816541,-87.62743954,"(41.868165405, -87.62743954)",48,"14,913",38,12,10,35,22,144,9
13420561,JH214660,4/1/2024,6:42:00,AM,005XX W GRAND AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA TRAIN,FALSE,FALSE,1214,12,42,24,14,2024,4/9/2024 15:42,41.89139532,-87.64140099,"(41.891395323, -87.641400985)",22,"4,446",25,109,36,55,15,76,42
13416263,JH208461,4/1/2024,5:10:00,AM,002XX S STATE ST,560,ASSAULT,SIMPLE,CTA STATION,FALSE,FALSE,113,1,34,32,08A,2024,4/9/2024 15:42,41.878639,-87.62769149,"(41.878638996, -87.627691486)",22,"14,912",38,92,36,29,22,126,34
13417671,JH211126,4/1/2024,1:00:00,AM,003XX W CHICAGO AVE,031A,ROBBERY,ARMED - HANDGUN,CTA TRAIN,FALSE,FALSE,1823,18,27,8,3,2024,4/9/2024 15:42,41.89656885,-87.63606332,"(41.896568854, -87.636063322)",41,"4,446",37,652,46,54,14,51,27
13415326,JH208147,3/31/2024,7:26:00,PM,002XX W 63RD ST,545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA BUS,FALSE,FALSE,711,7,20,68,08A,2024,4/8/2024 15:41,41.77997505,-87.63093738,"(41.779975054, -87.630937377)",53,"21,559",66,435,4,11,17,201,20
13415224,JH208152,3/31/2024,7:00:00,PM,002XX W 63RD ST,460,BATTERY,SIMPLE,CTA TRAIN,FALSE,FALSE,711,7,20,68,08B,2024,4/8/2024 15:41,41.77997505,-87.63093738,"(41.779975054, -87.630937377)",53,"21,559",66,435,4,11,17,201,20
13415141,JH208068,3/31/2024,5:55:00,PM,004XX S CLINTON ST,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,CTA TRAIN,TRUE,FALSE,121,1,34,28,18,2024,4/8/2024 15:41,41.87612122,-87.64100397,"(41.876121224, -87.641003973)",48,"14,917",29,97,26,44,22,91,28
13415097,JH208044,3/31/2024,5:15:00,PM,063XX S RACINE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA PARKING LOT / GARAGE / OTHER PROPERTY,FALSE,FALSE,724,7,16,67,14,2024,4/8/2024 15:41,41.7789695,-87.65448608,"(41.778969503, -87.654486077)",19,"22,257",66,21,2,11,17,203,16
13415114,JH208029,3/31/2024,5:06:00,PM,009XX W BELMONT AVE,460,BATTERY,SIMPLE,CTA TRAIN,FALSE,FALSE,1933,19,44,6,08B,2024,4/8/2024 15:41,41.93991842,-87.65328888,"(41.93991842, -87.653288878)",38,"4,449",57,681,25,22,5,31,44
13415115,JH208046,3/31/2024,4:53:00,PM,001XX W CERMAK RD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,CTA TRAIN,TRUE,FALSE,914,9,11,34,15,2024,4/8/2024 15:41,41.8528683,-87.63091491,"(41.852868298, -87.63091491)",8,"21,194",35,3,26,40,23,157,7
13415216,JH208162,3/31/2024,4:00:00,PM,007XX N WESTERN AVE,320,ROBBERY,STRONG ARM - NO WEAPON,CTA BUS,FALSE,FALSE,1221,12,36,24,3,2024,4/8/2024 15:41,41.89510957,-87.68682834,"(41.895109567, -87.686828343)",24,"21,184",25,545,49,28,15,80,36
13415116,JH208010,3/31/2024,2:55:00,PM,046XX W 59TH ST,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,CTA STATION,TRUE,FALSE,813,8,13,62,04A,2024,4/8/2024 15:41,41.78551967,-87.73856753,"(41.785519673, -87.738567526)",23,"21,867",62,232,15,58,13,271,13
13414938,JH207757,3/31/2024,11:42:00,AM,049XX S KEDZIE AVE,460,BATTERY,SIMPLE,CTA BUS STOP,FALSE,FALSE,821,8,14,63,08B,2024,4/8/2024 15:41,41.80413311,-87.70385985,"(41.804133114, -87.703859846)",49,"22,248",61,763,8,56,23,120,14
13414941,JH207639,3/31/2024,9:52:00,AM,007XX N CICERO AVE,483,BATTERY,AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON,CTA BUS,FALSE,FALSE,1531,15,37,25,04B,2024,4/8/2024 15:41,41.89476781,-87.74580075,"(41.894767814, -87.745800754)",11,"4,299",26,695,45,32,25,69,37
13414897,JH207676,3/31/2024,6:32:00,AM,047XX S LAKE PARK AVE,460,BATTERY,SIMPLE,CTA BUS STOP,FALSE,FALSE,222,2,4,39,08B,2024,4/8/2024 15:41,41.80929706,-87.59196703,"(41.809297059, -87.591967028)",1,"21,192",5,400,10,10,24,113,9
13414901,JH207192,3/30/2024,8:30:00,PM,019XX N WESTERN AVE,560,ASSAULT,SIMPLE,CTA STATION,FALSE,FALSE,1434,14,1,22,08A,2024,4/7/2024 15:40,41.91599076,-87.68737084,"(41.915990756, -87.687370839)",24,"22,535",23,180,41,1,7,192,1
13417255,JH210248,3/30/2024,8:30:00,PM,074XX S ASHLAND AVE,495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,CTA BUS STOP,FALSE,FALSE,735,7,17,67,04B,2024,4/7/2024 15:40,41.75903097,-87.66363196,"(41.759030974, -87.66363196)",17,"22,257",65,433,31,23,17,216,17
13414512,JH207243,3/30/2024,6:00:00,PM,033XX W BELMONT AVE,4210,KIDNAPPING,KIDNAPPING,CTA STATION,FALSE,FALSE,1412,14,35,21,26,2024,4/7/2024 15:40,41.93930054,-87.71179449,"(41.939300539, -87.711794487)",15,"21,538",22,138,12,39,1,23,35
13415473,JH206354,3/30/2024,4:15:00,AM,0000X W 79TH ST,460,BATTERY,SIMPLE,CTA STATION,FALSE,FALSE,623,6,6,44,08B,2024,4/7/2024 15:40,41.75094076,-87.62518522,"(41.750940757, -87.625185222)",31,"21,554",67,495,32,59,20,228,4
