route,routename,Month_Beginning,Avg_Weekday_Rides,Avg_Saturday_Rides,Avg_Sunday-Holiday_Rides,MonthTotal
206,Evanston Circulator,10/01/2006,"1,086.9",0,0,"23,911"
1001,Shuttle/Special Event Route,10/01/2006,244.9,"1,445",879.1,"6,362"
1002,Special Event Route,10/01/2006,726,"6,602.2","5,917.7","13,972"
1,Indiana/Hyde Park,11/01/2006,"3,241.9",0,0,"68,079"
2,Hyde Park Express,11/01/2006,"2,363.4",0,0,"49,632"
3,King Drive,11/01/2006,"23,386","14,882.1","9,354.9","597,409"
X3,King Drive Express,11/01/2006,403.6,0,0,"6,458"
4,Cottage Grove,11/01/2006,"23,455.4","16,351.4","11,966.1","617,798"
X4,Cottage Grove Express,11/01/2006,484.7,0,0,"9,693"
6,Jackson Park Express,11/01/2006,"11,372.8","10,582.8","6,937.2","315,846"
7,Harrison,11/01/2006,"6,592.1",0,0,"138,433"
8,Halsted,11/01/2006,"19,815.1","12,596.4","9,169","512,347"
8A,South Halsted,11/01/2006,"3,665.4","2,714","1,955.1","97,605"
9,Ashland,11/01/2006,"26,346.7","22,944","16,751.2","728,813"
X9,Ashland Express,11/01/2006,"6,851.9",0,0,"143,889"
10,Museum of S & I,11/01/2006,936,974.8,531.5,"11,237"
11,Lincoln/Sedgwick,11/01/2006,"3,231.2","1,599.4","1,067.1","79,589"
12,Roosevelt,11/01/2006,"11,461.4","7,619.4","6,054.5","301,440"
14,Jeffery Express,11/01/2006,"13,032.9","5,668.1","3,867.3","315,700"
15,Jeffery Local,11/01/2006,"7,837","5,158.9","2,945.9","199,943"
17,Westchester,11/01/2006,500.7,0,0,"10,514"
18,16th/18th,11/01/2006,"1,586.8",802.6,657.6,"39,821"
19,United Center Express,11/01/2006,544.6,668.4,322.8,"5,348"
20,Madison,11/01/2006,"24,916.1","16,007.7","9,881.2","636,676"
X20,Washington/Madison Express,11/01/2006,422.3,0,0,"8,868"
21,Cermak,11/01/2006,"7,275.8","6,763.9","4,391.4","201,803"
22,Clark,11/01/2006,"19,884.5","15,700.9","11,771.7","539,236"
24,Wentworth,11/01/2006,"3,869.5",0,0,"81,260"
26,South Shore Express,11/01/2006,"2,470.7",0,0,"51,884"
28,Stony Island,11/01/2006,"9,899.8","5,820","3,718.7","249,770"
X28,Stony Island Express,11/01/2006,"1,258.5",0,0,"26,429"
29,State,11/01/2006,"15,835.9","11,465.7","8,083.9","418,836"
30,South Chicago,11/01/2006,"3,647.2","1,801.3",759.7,"87,595"
33,Mag Mile Express,11/01/2006,302.6,0,0,"6,355"
34,South Michigan,11/01/2006,"5,976.2","3,873","2,740.2","154,694"
35,35th,11/01/2006,"6,219.9","3,394.9","2,110.3","154,749"
36,Broadway,11/01/2006,"15,435.1","14,613.7","9,546.6","430,325"
37,Sedgwick,11/01/2006,"1,192.7",0,0,"25,048"
38,Ogden/Taylor,11/01/2006,"1,521.4",0,0,"31,950"
39,Pershing,11/01/2006,"1,890.9",0,0,"39,709"
43,43rd,11/01/2006,"1,394.2",606.9,306.5,"33,239"
44,Wallace-Racine,11/01/2006,"6,869.6","3,077","1,751.5","165,327"
47,47th,11/01/2006,"11,397.6","8,076.3","5,383.1","298,571"
48,South Damen,11/01/2006,"1,180.6",0,0,"24,793"
49,Western,11/01/2006,"19,782.8","19,765.4","13,603.9","562,520"
49A,South Western,11/01/2006,635.7,0,0,"13,350"
49B,North Western,11/01/2006,"4,920.9","3,135.8","2,518","128,472"
X49,Western Express,11/01/2006,"11,596.8",0,0,"243,532"
50,Damen,11/01/2006,"8,441.6","4,263.8","2,799.8","208,327"
51,51st,11/01/2006,"2,352","1,323.2",966.7,"59,518"
52,Kedzie/California,11/01/2006,"11,796.8","8,210.3","5,816","309,655"
52A,South Kedzie,11/01/2006,"4,786.5","1,774.3","1,219.1","113,710"
53,Pulaski,11/01/2006,"20,744.7","13,399","9,333.2","535,900"
53A,South Pulaski,11/01/2006,"8,935.2","3,526","1,864.7","211,066"
53AL,South Pulaski Limited,11/01/2006,314.3,0,0,"6,600"
54,Cicero,11/01/2006,"13,168","9,849.6","5,586.5","343,860"
X54,Cicero Express,11/01/2006,"1,069.9",0,0,"22,467"
54A,North Cicero/Skokie Blvd.,11/01/2006,"1,286.7",0,0,"27,020"
54B,South Cicero,11/01/2006,"3,831.5","4,311.8","2,342.4","109,421"
55,Garfield,11/01/2006,"13,406.4","9,903.7","7,587.3","359,085"
X55,Garfield Express,11/01/2006,"1,847.4",0,0,"38,795"
55N,55th/Narragansett,11/01/2006,925.5,121.4,0,"19,922"
56,Milwaukee,11/01/2006,"12,762.7","8,360.2","5,439.4","328,655"
56A,North Milwaukee,11/01/2006,578.2,0,0,"12,142"
57,Laramie,11/01/2006,"2,969","1,310.6",633.4,"70,759"
59,59th/61st,11/01/2006,"3,670.3","1,655.2",0,"83,697"
60,Blue Island/26th,11/01/2006,"13,723.5","7,938.5","5,652.2","348,209"
62,Archer,11/01/2006,"14,565.3","7,942.1","4,994.9","362,615"
62H,Archer/Harlem,11/01/2006,"1,423.1",432.2,0,"31,613"
63,63rd,11/01/2006,"20,882","14,715.8","11,062.3","552,696"
63W,West 63rd,11/01/2006,"2,097.7",848.5,481.1,"49,851"
64,Foster-Canfield,11/01/2006,280.4,0,0,"5,888"
65,Grand,11/01/2006,"6,237.1","3,432.5","1,784.5","153,631"
66,Chicago,11/01/2006,"22,169.6","13,498.1","8,656.5","562,837"
67,67th-69th-71st,11/01/2006,"14,921.3","9,678.6","6,715.3","385,638"
68,Northwest Highway,11/01/2006,"1,986",709,379.9,"46,440"
69,Cumberland/East River,11/01/2006,466.2,0,0,"8,858"
70,Division,11/01/2006,"10,791.5","6,466.1","4,790","276,437"
71,71st/South Shore,11/01/2006,"11,075.6","8,033.5","5,869.7","294,070"
72,North,11/01/2006,"15,269","11,547.1","7,244.4","403,059"
73,Armitage,11/01/2006,"5,434.6","2,391.7","1,428.2","130,835"
74,Fullerton,11/01/2006,"12,287.2","8,170.9","5,668.9","319,059"
75,74th-75th,11/01/2006,"8,501.2","5,633.8","4,123.2","221,676"
76,Diversey,11/01/2006,"11,493.7","6,528.9","4,585.1","290,408"
77,Belmont,11/01/2006,"21,549.5","15,792","10,033.7","565,877"
78,Montrose,11/01/2006,"9,283.6","5,412.6","3,667","234,940"
79,79th,11/01/2006,"32,644","23,900.1","15,912.1","860,685"
80,Irving Park,11/01/2006,"12,824.1","9,449","6,760.8","340,906"
X80,Irving Park Express,11/01/2006,"3,039.1","1,225",810.9,"72,775"
81,Lawrence,11/01/2006,"14,300","11,179","8,182.2","385,927"
81W,West Lawrence,11/01/2006,"1,652.1","1,042.1",760.5,"42,665"
82,Kimball-Homan,11/01/2006,"18,834.1","11,030.5","6,833.3","473,804"
84,Peterson,11/01/2006,"4,207.6","2,311.3","1,509.5","105,153"
85,Central,11/01/2006,"13,672.6","8,234.9","5,565.5","347,891"
85A,North Central,11/01/2006,982.9,282.1,0,"21,770"
86,Narragansett/Ridgeland,11/01/2006,"2,445.3",0,0,"51,351"
87,87th,11/01/2006,"17,624.5","10,233.5","6,005.5","441,076"
88,Higgins,11/01/2006,"2,241.8",807.5,588.9,"53,252"
90,Harlem,11/01/2006,"5,687.3","4,315.5","2,731.4","150,351"
90N,North Harlem,11/01/2006,251.4,182.6,0,"6,010"
91,Austin,11/01/2006,"9,672.5","4,511.4","2,846.8","235,403"
92,Foster,11/01/2006,"8,845.7","4,355.9","2,854.5","217,455"
93,California/Dodge,11/01/2006,"3,053.7","1,589.6",0,"70,485"
94,South California,11/01/2006,"10,653.1","4,791.3","3,604.9","260,906"
95E,93rd-95th,11/01/2006,"5,385.1","3,854.2","2,900.5","143,005"
95W,West 95th,11/01/2006,"4,814.7","4,552.8","3,507.5","136,857"
96,Lunt,11/01/2006,"1,138.2",0,0,"23,901"
97,Skokie,11/01/2006,"3,319.8","2,347.8","1,376.5","85,989"
X98,Avon Express,11/01/2006,298,24.9,0,"6,357"
100,Jeffery Manor Express,11/01/2006,"1,103.6",0,0,"23,176"
103,West 103rd,11/01/2006,"3,630.7","1,540.1",883.1,"86,821"
106,East 103rd,11/01/2006,"2,017.3",590,273.5,"46,091"
108,Halsted/95th,11/01/2006,"2,508.3",0,0,"52,675"
111,Pullman/111th/115th,11/01/2006,"6,216","3,093.3","2,227.4","154,047"
112,Vincennes/111th,11/01/2006,"3,948","1,773.5","1,030.2","95,152"
119,Michigan/119th,11/01/2006,"5,288.6","3,928","2,696.8","140,256"
120,Ogilvie/Wacker Express,11/01/2006,"2,042.8",0,0,"42,899"
121,Union/Wacker Express,11/01/2006,"1,505.2",0,0,"31,609"
122,Illinois Center/Ogilvie Express,11/01/2006,199.9,0,0,"4,197"
123,Illinois Center/Union Express,11/01/2006,846.9,0,0,"17,784"
124,Navy Pier,11/01/2006,"1,102.6","1,029.3",641.1,"30,477"
125,Water Tower Express,11/01/2006,"3,008.2",0,0,"63,173"
126,Jackson,11/01/2006,"10,145.1","4,735.2","3,302.4","248,500"
127,Madison/Roosevelt Circulator,11/01/2006,"2,551.6",0,0,"53,584"
128,Soldier Field Express,11/01/2006,0,0,983,983
129,West Loop/South Loop,11/01/2006,926.2,0,0,"19,450"
134,Stockton/LaSalle Express,11/01/2006,"2,357.5",0,0,"49,508"
135,Clarendon/LaSalle Express,11/01/2006,"3,419",0,0,"71,799"
136,Sheridan/LaSalle Express,11/01/2006,"1,843.8",0,0,"38,719"
143,Stockton/Michigan Express,11/01/2006,816.2,0,0,"17,141"
144,Marine/Michigan Express,11/01/2006,944.7,0,0,"19,838"
145,Wilson/Michigan Express,11/01/2006,"7,663.1","4,360.1","2,664.2","191,687"
146,Inner Drive/Michigan Express,11/01/2006,"9,236.7","8,320","6,439.1","259,445"
147,Outer Drive Express,11/01/2006,"12,769.5","8,566.4","5,614.5","330,498"
148,Clarendon/Michigan Express,11/01/2006,"1,752",0,0,"36,793"
151,Sheridan,11/01/2006,"19,998.7","14,620.2","10,430.4","530,606"
152,Addison,11/01/2006,"11,319.1","4,546.8","2,622.5","269,000"
155,Devon,11/01/2006,"6,453.1","5,598.6","3,963.9","177,730"
156,LaSalle,11/01/2006,"9,306.3",0,0,"195,432"
157,Streeterville/Taylor,11/01/2006,"3,017.6",0,0,"63,369"
168,UIC-Pilsen Express,11/01/2006,109.9,0,0,"2,197"
169,69th-UPS Express,11/01/2006,265.7,78.4,0,"5,815"
170,U. of Chicago/Midway,11/01/2006,271.1,0,0,"5,694"
171,U. of Chicago/Hyde Park,11/01/2006,"2,209",769,337.7,"51,153"
172,U. of Chicago/Kenwood,11/01/2006,"1,444.2",262.2,208.3,"32,419"
173,U. of Chicago/Lakeview Express,11/01/2006,157.9,0,0,"3,315"
174,U. of Chicago/Garfield Stations,11/01/2006,273.7,195.6,37.4,"6,679"
192,U. of Chicago Hospitals Express,11/01/2006,458,0,0,"9,617"
200,Main Shuttle,11/01/2006,195.9,0,0,"4,114"
201,Central/Ridge,11/01/2006,"1,604",896.1,259.7,"38,567"
205,Chicago/Golf,11/01/2006,"1,013.6",0,0,"21,285"
206,Evanston Circulator,11/01/2006,"1,074.7",0,0,"22,569"
1001,Shuttle/Special Event Route,11/01/2006,59.8,19,0,139
1,Indiana/Hyde Park,12/01/2006,"3,064.5",0,0,"61,289"
2,Hyde Park Express,12/01/2006,"2,132.5",0,0,"42,650"
3,King Drive,12/01/2006,"21,761.4","14,943.3","8,843","563,003"
X3,King Drive Express,12/01/2006,242,0,0,"3,872"
4,Cottage Grove,12/01/2006,"22,268.6","17,428.1","11,257.6","600,058"
X4,Cottage Grove Express,12/01/2006,391.7,0,0,"6,659"
6,Jackson Park Express,12/01/2006,"10,490.4","9,274","5,830.1","291,158"
7,Harrison,12/01/2006,"5,576.4",0,0,"111,529"
8,Halsted,12/01/2006,"18,694.4","13,165.5","8,801.6","492,525"
8A,South Halsted,12/01/2006,"3,559.7","2,808.5","1,864.5","96,424"
9,Ashland,12/01/2006,"24,248.2","23,644.1","15,867.8","698,392"
X9,Ashland Express,12/01/2006,"6,601.4",0,0,"132,028"
10,Museum of S & I,12/01/2006,751.8,"1,074.7",640.1,"24,250"
11,Lincoln/Sedgwick,12/01/2006,"3,146.6","1,564","1,083.6","77,253"
12,Roosevelt,12/01/2006,"10,919.1","7,952.7","6,086","294,662"
14,Jeffery Express,12/01/2006,"12,642.9","5,177.8","3,540.1","299,987"
15,Jeffery Local,12/01/2006,"7,348.1","5,318.6","3,205.9","192,791"
17,Westchester,12/01/2006,452.5,0,0,"9,050"
18,16th/18th,12/01/2006,"1,539.4",861.1,585.4,"38,607"
19,United Center Express,12/01/2006,417.8,555.3,333.5,"8,737"
20,Madison,12/01/2006,"23,323.8","16,668.5","9,741.7","608,268"
X20,Washington/Madison Express,12/01/2006,388.1,0,0,"7,374"
21,Cermak,12/01/2006,"6,658.5","6,709.6","3,628.7","188,490"
22,Clark,12/01/2006,"19,217.9","16,252.1","10,322.6","527,555"
24,Wentworth,12/01/2006,"3,651.1",0,0,"73,023"
26,South Shore Express,12/01/2006,"2,351",0,0,"47,019"
28,Stony Island,12/01/2006,"8,798.3","5,243.6","3,476","223,040"
X28,Stony Island Express,12/01/2006,"1,231.7",0,0,"24,633"
29,State,12/01/2006,"14,719.3","12,129.9","8,576.2","406,493"
30,South Chicago,12/01/2006,"3,222.1","1,835.3",625.1,"77,369"
33,Mag Mile Express,12/01/2006,265.6,0,0,"5,311"
34,South Michigan,12/01/2006,"5,864.9","3,789.2","2,666.2","152,241"
35,35th,12/01/2006,"5,977.7","3,366.2","1,956.1","148,123"
36,Broadway,12/01/2006,"14,998.6","14,426.3","8,816.6","425,003"
37,Sedgwick,12/01/2006,"1,092.8",0,0,"21,856"
38,Ogden/Taylor,12/01/2006,"1,155.9",0,0,"23,119"
39,Pershing,12/01/2006,"1,752.1",0,0,"35,042"
43,43rd,12/01/2006,"1,272",669.7,252.3,"30,303"
44,Wallace-Racine,12/01/2006,"6,574.9","2,779.1","1,604.2","155,020"
47,47th,12/01/2006,"11,005.5","8,477","5,261.3","294,064"
48,South Damen,12/01/2006,949.4,0,0,"18,988"
49,Western,12/01/2006,"18,997.9","19,835.3","12,596.8","554,715"
49A,South Western,12/01/2006,565.1,0,0,"11,303"
49B,North Western,12/01/2006,"4,885.5","3,038.6","2,328.6","126,874"
X49,Western Express,12/01/2006,"10,820.2",0,0,"216,403"
50,Damen,12/01/2006,"7,814.7","4,210.5","2,402","191,758"
51,51st,12/01/2006,"2,100.7","1,306.5",892.6,"53,902"
52,Kedzie/California,12/01/2006,"11,070.5","8,255.1","5,091","293,231"
52A,South Kedzie,12/01/2006,"4,504.4","1,773",920.7,"104,478"
53,Pulaski,12/01/2006,"19,919","14,363.7","9,182.3","525,292"
53A,South Pulaski,12/01/2006,"7,681.8","3,189.7","1,649.3","179,481"
53AL,South Pulaski Limited,12/01/2006,271,0,0,"5,419"
54,Cicero,12/01/2006,"12,469.9","9,967","6,129.6","336,011"
X54,Cicero Express,12/01/2006,"1,065.9",0,0,"21,318"
54A,North Cicero/Skokie Blvd.,12/01/2006,"1,226.9",0,0,"24,537"
54B,South Cicero,12/01/2006,"3,730.7","4,452.8","2,420.8","111,402"
55,Garfield,12/01/2006,"12,010.4","9,492.6","6,506.3","326,709"
X55,Garfield Express,12/01/2006,"1,788.2",0,0,"35,764"
55N,55th/Narragansett,12/01/2006,843.9,141.4,0,"17,585"
56,Milwaukee,12/01/2006,"12,228.3","8,196.2","4,899.2","314,943"
56A,North Milwaukee,12/01/2006,575.7,0,0,"11,513"
57,Laramie,12/01/2006,"2,969.9","1,450.8",582.1,"70,144"
59,59th/61st,12/01/2006,"3,331.9","1,805.4",0,"75,665"
60,Blue Island/26th,12/01/2006,"12,093.4","7,428.7","4,921.6","308,542"
62,Archer,12/01/2006,"13,570.3","7,393.8","4,410.6","334,839"
62H,Archer/Harlem,12/01/2006,"1,308",479.4,0,"28,558"
63,63rd,12/01/2006,"19,905.1","14,355.4","11,269.8","537,498"
63W,West 63rd,12/01/2006,"1,900.8",825.7,431,"44,730"
64,Foster-Canfield,12/01/2006,209.4,0,0,"4,188"
65,Grand,12/01/2006,"5,861.1","3,035","2,087.9","144,924"
66,Chicago,12/01/2006,"21,465.3","13,891.7","8,703.2","550,984"
67,67th-69th-71st,12/01/2006,"13,485.6","10,208.7","6,964.9","362,545"
68,Northwest Highway,12/01/2006,"1,795.4",637.1,375.9,"41,349"
69,Cumberland/East River,12/01/2006,457,0,0,"7,769"
70,Division,12/01/2006,"10,080.4","6,948.6","4,460.9","263,116"
71,71st/South Shore,12/01/2006,"10,564.9","8,672","6,128.7","291,431"
72,North,12/01/2006,"14,408.9","12,334.7","7,324.1","393,795"
73,Armitage,12/01/2006,"4,819.4","2,521.6","1,252","116,509"
74,Fullerton,12/01/2006,"11,252","7,679.3","5,179.8","294,516"
75,74th-75th,12/01/2006,"7,853.6","5,899.3","3,976.4","210,426"
76,Diversey,12/01/2006,"10,665.2","7,058.9","3,985.2","272,510"
77,Belmont,12/01/2006,"20,083.9","14,443.6","8,820.6","526,819"
78,Montrose,12/01/2006,"8,188.8","5,096.4","3,311.9","209,129"
79,79th,12/01/2006,"31,628","25,827.1","16,346.4","859,773"
80,Irving Park,12/01/2006,"12,373.5","9,802.6","6,016.9","332,585"
X80,Irving Park Express,12/01/2006,"2,834","1,172",840.3,"67,582"
81,Lawrence,12/01/2006,"13,479.6","10,672.7","7,422.5","367,492"
81W,West Lawrence,12/01/2006,"1,709.6",993.5,613.9,"42,842"
82,Kimball-Homan,12/01/2006,"16,875.2","10,834.6","6,726.1","432,034"
84,Peterson,12/01/2006,"3,908.4","2,335","1,324.4","97,791"
85,Central,12/01/2006,"12,832.3","8,844.8","5,390.8","333,214"
85A,North Central,12/01/2006,783,186.3,0,"16,592"
86,Narragansett/Ridgeland,12/01/2006,"2,117.9",0,0,"42,358"
87,87th,12/01/2006,"16,600.2","10,497.1","5,955.4","420,222"
88,Higgins,12/01/2006,"1,883.6",783.5,442.3,"44,243"
90,Harlem,12/01/2006,"5,565.5","4,301","2,422.5","147,351"
90N,North Harlem,12/01/2006,280.1,163.4,0,"6,419"
91,Austin,12/01/2006,"8,587","4,342.8","2,491.3","208,401"
92,Foster,12/01/2006,"7,736.6","4,118","2,316.3","189,219"
93,California/Dodge,12/01/2006,"2,791.4","1,755.1",0,"64,603"
94,South California,12/01/2006,"9,881.9","4,783.8","2,984.8","239,467"
95E,93rd-95th,12/01/2006,"4,897.3","3,792.4","2,817.2","133,812"
95W,West 95th,12/01/2006,"4,729.6","4,726.7","3,187.1","137,348"
96,Lunt,12/01/2006,"1,032",0,0,"20,639"
97,Skokie,12/01/2006,"3,040.3","2,540.9","1,292.1","81,264"
X98,Avon Express,12/01/2006,336.4,93.3,0,"7,194"
100,Jeffery Manor Express,12/01/2006,972.6,0,0,"19,452"
103,West 103rd,12/01/2006,"3,438.1","1,740.3",775.8,"82,118"
106,East 103rd,12/01/2006,"1,750.6",514.9,303.4,"39,407"
108,Halsted/95th,12/01/2006,"2,318.7",0,0,"46,373"
111,Pullman/111th/115th,12/01/2006,"5,833.4","3,158.4","2,293.4","146,219"
112,Vincennes/111th,12/01/2006,"3,500.8","1,575.5",905,"83,323"
119,Michigan/119th,12/01/2006,"5,118.4","4,761.5","2,794.2","142,940"
120,Ogilvie/Wacker Express,12/01/2006,"1,892.8",0,0,"37,857"
121,Union/Wacker Express,12/01/2006,"1,398.7",0,0,"27,975"
122,Illinois Center/Ogilvie Express,12/01/2006,155.5,0,0,"3,110"
123,Illinois Center/Union Express,12/01/2006,790.3,0,0,"15,806"
124,Navy Pier,12/01/2006,"1,201.3",988.8,943.2,"34,630"
125,Water Tower Express,12/01/2006,"2,651.1",0,0,"53,021"
126,Jackson,12/01/2006,"8,796.2","4,566.5","2,889.1","216,091"
127,Madison/Roosevelt Circulator,12/01/2006,"2,341.8",0,0,"46,836"
128,Soldier Field Express,12/01/2006,0,0,"1,743.4","5,230"
129,West Loop/South Loop,12/01/2006,796.5,0,0,"15,930"
134,Stockton/LaSalle Express,12/01/2006,"2,084.2",0,0,"41,685"
135,Clarendon/LaSalle Express,12/01/2006,"3,059.4",0,0,"61,188"
136,Sheridan/LaSalle Express,12/01/2006,"1,792.2",0,0,"35,844"
143,Stockton/Michigan Express,12/01/2006,786.9,0,0,"15,737"
144,Marine/Michigan Express,12/01/2006,886.2,0,0,"17,724"
145,Wilson/Michigan Express,12/01/2006,"7,385.6","3,916.5","2,463.7","182,076"
146,Inner Drive/Michigan Express,12/01/2006,"8,679.6","8,219.7","5,774","249,335"
147,Outer Drive Express,12/01/2006,"11,975.3","8,557.5","4,902.1","311,706"
148,Clarendon/Michigan Express,12/01/2006,"1,656.6",0,0,"33,132"
151,Sheridan,12/01/2006,"19,949.4","14,573.2","9,380.6","528,138"
152,Addison,12/01/2006,"10,772.2","4,452.7","2,193.6","250,868"
155,Devon,12/01/2006,"5,956.5","5,201.9","3,688.3","167,269"
156,LaSalle,12/01/2006,"8,491.1",0,0,"169,823"
157,Streeterville/Taylor,12/01/2006,"3,135.1",0,0,"62,702"
168,UIC-Pilsen Express,12/01/2006,102.7,45,0,"2,188"
169,69th-UPS Express,12/01/2006,249.5,146.7,0,"5,429"
170,U. of Chicago/Midway,12/01/2006,164.2,0,0,"3,120"
171,U. of Chicago/Hyde Park,12/01/2006,908,237.2,397.6,"21,731"
172,U. of Chicago/Kenwood,12/01/2006,699.8,178.4,152.7,"15,804"
173,U. of Chicago/Lakeview Express,12/01/2006,112.6,0,0,"2,253"
174,U. of Chicago/Garfield Stations,12/01/2006,197.7,86.1,14.5,"4,456"
192,U. of Chicago Hospitals Express,12/01/2006,395.7,0,0,"7,915"
200,Main Shuttle,12/01/2006,158,0,0,"3,159"
201,Central/Ridge,12/01/2006,"1,411.6",785.4,313.6,"34,041"
205,Chicago/Golf,12/01/2006,906.1,0,0,"18,123"
206,Evanston Circulator,12/01/2006,944.2,0,0,"18,884"
1001,Shuttle/Special Event Route,12/01/2006,49.7,158,0,307
1002,Special Event Route,12/01/2006,71.1,"1,073.8","1,368.3","2,584"
1,Indiana/Hyde Park,01/01/2007,"2,804.3",0,0,"61,694"
2,Hyde Park Express,01/01/2007,"1,966.5",0,0,"43,264"
3,King Drive,01/01/2007,"19,028.4","14,434.7","8,393.3","518,330"
X3,King Drive Express,01/01/2007,"2,634.4",0,0,"57,958"
4,Cottage Grove,01/01/2007,"20,002.3","16,197.9","10,340.4","556,545"
X4,Cottage Grove Express,01/01/2007,"2,714.5",0,0,"59,720"
5,South Shore Night Bus,01/01/2007,265.8,458.5,467.6,"10,020"
6,Jackson Park Express,01/01/2007,"10,523.4","9,362.3","5,952.3","298,725"
7,Harrison,01/01/2007,"5,982.4",0,0,"131,614"
8,Halsted,01/01/2007,"18,758.3","12,477","8,187.4","503,528"
8A,South Halsted,01/01/2007,"3,375.5","2,715.2","1,658.4","93,413"
9,Ashland,01/01/2007,"20,746.5","22,461.2","14,911.6","620,825"
X9,Ashland Express,01/01/2007,"9,649.6",0,0,"212,292"
10,Museum of S & I,01/01/2007,0,759.2,324.9,"4,661"
11,Lincoln/Sedgwick,01/01/2007,"4,081.8","1,706.3",967.4,"101,461"
12,Roosevelt,01/01/2007,"10,385.7","7,651.9","5,563.6","286,910"
14,Jeffery Express,01/01/2007,"12,803.2","5,096","2,750.3","315,805"
15,Jeffery Local,01/01/2007,"7,351.5","5,587.4","3,519.9","201,682"
17,Westchester,01/01/2007,433.8,0,0,"9,544"
18,16th/18th,01/01/2007,"1,424.6",838.8,530.6,"37,349"
19,United Center Express,01/01/2007,398.5,583.3,426.6,"6,375"
20,Madison,01/01/2007,"21,166.5","15,152.9","9,466.3","573,606"
X20,Washington/Madison Express,01/01/2007,"2,055.9",0,0,"45,229"
21,Cermak,01/01/2007,"6,585.2","6,418.1","3,397.1","187,533"
22,Clark,01/01/2007,"19,015.6","15,610","10,378.5","532,676"
24,Wentworth,01/01/2007,"3,282.6",0,0,"72,218"
26,South Shore Express,01/01/2007,"2,157.5",0,0,"47,465"
28,Stony Island,01/01/2007,"5,245.7","4,793.9","2,772.3","148,443"
X28,Stony Island Express,01/01/2007,"4,064.8",0,0,"89,426"
29,State,01/01/2007,"13,588.5","10,516.3","6,646","374,241"
30,South Chicago,01/01/2007,"3,290.8","1,790.8",490.1,"82,012"
33,Mag Mile Express,01/01/2007,311.9,0,0,"6,862"
34,South Michigan,01/01/2007,"5,554.5","3,945.2","2,721.1","151,586"
35,35th,01/01/2007,"6,094.9","3,597.7","1,950.9","158,234"
36,Broadway,01/01/2007,"14,309.3","13,987.7","9,026.2","415,886"
38,Ogden/Taylor,01/01/2007,"1,364.4",0,0,"30,017"
39,Pershing,01/01/2007,"1,740.7",0,0,"38,294"
43,43rd,01/01/2007,"1,238.2",531,328.6,"31,007"
44,Wallace-Racine,01/01/2007,"6,385.6","2,473.3","1,425.5","157,505"
47,47th,01/01/2007,"10,371.1","8,170.2","4,720.6","284,447"
48,South Damen,01/01/2007,"1,069.8",0,0,"23,536"
49,Western,01/01/2007,"18,610.2","19,679.5","11,928.1","547,782"
49A,South Western,01/01/2007,571.8,0,0,"12,580"
49B,North Western,01/01/2007,"4,334.6","2,877.7","2,054.1","117,142"
X49,Western Express,01/01/2007,"11,009.2",0,0,"242,202"
50,Damen,01/01/2007,"7,864.2","4,175.7","2,462.5","202,028"
51,51st,01/01/2007,"2,099.8","1,225.4",728.3,"54,739"
52,Kedzie/California,01/01/2007,"10,817.1","7,695.3","4,490.7","291,210"
52A,South Kedzie,01/01/2007,"4,401.5","1,703.4",934.4,"108,319"
53,Pulaski,01/01/2007,"19,726.1","14,100","9,015.4","535,451"
53A,South Pulaski,01/01/2007,"7,363.3","3,187.7","1,463.8","182,063"
53AL,South Pulaski Limited,01/01/2007,699.4,0,0,"15,387"
54,Cicero,01/01/2007,"8,404.9","9,342.3","5,743.6","250,995"
X54,Cicero Express,01/01/2007,"5,139.1",0,0,"113,061"
54A,North Cicero/Skokie Blvd.,01/01/2007,"1,084",0,0,"23,847"
54B,South Cicero,01/01/2007,"3,259.2","3,893.5","2,134.8","97,950"
55,Garfield,01/01/2007,"11,121.1","10,142.8","6,539.8","317,935"
X55,Garfield Express,01/01/2007,"2,978.3",0,0,"65,522"
55A,55th/Austin,01/01/2007,228.2,0,0,"5,019"
55N,55th/Narragansett,01/01/2007,621.9,126,0,"14,186"
56,Milwaukee,01/01/2007,"12,429.9","8,357.4","5,023.8","332,006"
56A,North Milwaukee,01/01/2007,745.3,0,0,"16,397"
57,Laramie,01/01/2007,"3,103.2","1,426.1",765.4,"77,803"
59,59th/61st,01/01/2007,"3,345.7","1,681.2",0,"80,330"
60,Blue Island/26th,01/01/2007,"12,368.6","7,194.1","4,696.1","324,366"
62,Archer,01/01/2007,"12,900.3","7,194.3","4,571.4","335,440"
62H,Archer/Harlem,01/01/2007,"1,223.5",514.3,0,"28,973"
63,63rd,01/01/2007,"19,699.7","14,903.6","10,274.4","544,380"
63W,West 63rd,01/01/2007,"1,734",679.5,436,"43,047"
64,Foster-Canfield,01/01/2007,203.6,0,0,"4,479"
65,Grand,01/01/2007,"6,004.4","2,995.3","1,480.6","151,481"
66,Chicago,01/01/2007,"20,803.1","13,583.8","8,571.6","554,860"
67,67th-69th-71st,01/01/2007,"14,107","9,753.3","6,108.7","379,910"
68,Northwest Highway,01/01/2007,"1,721.2",899,264.5,"42,785"
69,Cumberland/East River,01/01/2007,658.6,0,0,"14,488"
70,Division,01/01/2007,"10,073.3","6,706.4","4,654","271,709"
71,71st/South Shore,01/01/2007,"10,070.9","8,146.5","5,612.5","282,209"
72,North,01/01/2007,"14,501.9","11,809.3","6,860","400,580"
