route,routename,Month_Beginning,Avg_Weekday_Rides,Avg_Saturday_Rides,Avg_Sunday-Holiday_Rides,MonthTotal
30,South Chicago,06/01/2016,"3,291.6","2,123.3",839.2,"84,265"
J14,Jeffery Jump,06/01/2016,"11,294.7","6,034.5","3,909.1","288,257"
1,Bronzeville/Union Station,07/01/2016,"1,603.6",0,0,"32,072"
67,67th-69th-71st,07/01/2016,"10,538.7","8,340.9","6,399.9","290,879"
39,Pershing,07/01/2016,"1,913.2",0,0,"38,263"
24,Wentworth,07/01/2016,"2,455.8",0,0,"49,116"
63W,West 63rd,05/01/2016,"1,415.5",670.7,532.1,"35,600"
87,87th,06/01/2016,"12,226","8,327.1","6,671.8","328,967"
50,Damen,05/01/2016,"9,949.8","5,232.2","3,652.4","251,788"
53A,South Pulaski,05/01/2016,"8,466.6","3,768.4","2,408.4","207,322"
9,Ashland,07/01/2016,"17,374.3","18,749.6","13,862","524,406"
87,87th,07/01/2016,"11,555","8,718.4","6,592.8","314,249"
92,Foster,06/01/2016,"6,683","3,867.5","3,129","175,012"
22,Clark,07/01/2016,"16,537.4","13,490.2","11,380.4","466,482"
93,California/Dodge,06/01/2016,"3,287.5","1,536",0,"78,469"
7,Harrison,07/01/2016,"4,164.9",0,0,"83,298"
63W,West 63rd,07/01/2016,"1,338.5",645.2,554.4,"33,323"
12,Roosevelt,05/01/2016,"13,783.3","7,859.1","6,511","359,951"
156,LaSalle,05/01/2016,"7,165",0,0,"150,466"
X9,Ashland Express,05/01/2016,"8,646.6",0,12.4,"181,592"
125,Water Tower Express,06/01/2016,"1,220",0,0,"26,840"
39,Pershing,06/01/2016,"1,962.4",0,0,"43,174"
6,Jackson Park Express,07/01/2016,"8,845.9","8,686.9","7,108.9","263,005"
85A,North Central,06/01/2016,611.2,236.5,0,"14,392"
90,Harlem,06/01/2016,"4,757.7","2,911.4","2,287.1","125,462"
151,Sheridan,05/01/2016,"15,997.9","13,415.1","11,936.4","461,235"
3,King Drive,07/01/2016,"16,866.7","12,609.9","8,895.4","453,757"
34,South Michigan,05/01/2016,"5,067.5","3,196.9","2,656.9","135,147"
5,South Shore Night Bus,06/01/2016,498.5,513.6,516.9,"15,089"
22,Clark,06/01/2016,"16,914","14,589.8","11,201.2","475,271"
51,51st,07/01/2016,"1,280.9",936,711.6,"34,567"
28,Stony Island,05/01/2016,"6,702.8","3,390.7","2,423","168,859"
71,71st/South Shore,07/01/2016,"7,807.6","6,294.9","5,045.7","217,900"
172,U. of Chicago/Kenwood,06/01/2016,"1,067.2",410.8,346.8,"25,405"
157,Streeterville/Taylor,06/01/2016,"4,284.5",0,0,"94,260"
68,Northwest Highway,06/01/2016,"1,379.1",464.9,360.2,"33,641"
85,Central,06/01/2016,"9,863.5","6,468.6","4,981","262,796"
54B,South Cicero,06/01/2016,"3,304.2","2,916.5","1,907.1","91,987"
30,South Chicago,07/01/2016,"2,961.2","2,116.5",832.8,"74,804"
50,Damen,06/01/2016,"9,388.3","5,407.8","4,135","244,715"
20,Madison,06/01/2016,"17,032.9","10,494.3","8,274.3","449,798"
26,South Shore Express,06/01/2016,"3,373.2",0,0,"74,210"
132,Goose Island Express,06/01/2016,225.1,0,0,"4,953"
124,Navy Pier,05/01/2016,"1,041.9","1,043.2",897.7,"31,438"
151,Sheridan,06/01/2016,"16,380.4","15,854.6","12,274.8","472,887"
77,Belmont,07/01/2016,"19,960.9","13,280.3","10,652.6","529,535"
70,Division,06/01/2016,"8,343","5,067.6","4,455.4","221,639"
206,Evanston Circulator,07/01/2016,298.7,0,0,"5,973"
12,Roosevelt,06/01/2016,"13,227.6","8,456.8","7,107.2","353,264"
85,Central,05/01/2016,"10,134.7","6,325.7","4,700.6","266,334"
X9,Ashland Express,07/01/2016,"7,099.3",0,0,"141,986"
74,Fullerton,07/01/2016,"11,554.6","8,605.5","6,304","311,944"
24,Wentworth,05/01/2016,"2,974",0,0,"62,455"
56,Milwaukee,06/01/2016,"8,532.2","4,984.4","3,803.2","222,858"
9,Ashland,05/01/2016,"18,401.4","17,891.5","13,536.6","539,215"
192,U. of Chicago Hospitals Express,05/01/2016,811.7,0,0,"17,046"
29,State,06/01/2016,"12,448.3","10,371.7","7,931","347,073"
108,Halsted/95th,07/01/2016,"1,100.1",0,0,"22,002"
157,Streeterville/Taylor,05/01/2016,"4,755.7",0,0,"99,870"
55,Garfield,06/01/2016,"10,811","7,845.2","6,579.9","295,543"
34,South Michigan,06/01/2016,"4,827.8","3,152.5","2,615.7","129,284"
60,Blue Island/26th,07/01/2016,"9,432.7","5,707.7","5,006.2","247,229"
76,Diversey,07/01/2016,"11,507.7","6,915.5","4,740.6","293,175"
135,Clarendon/LaSalle Express,07/01/2016,"2,962.2",0,0,"59,244"
21,Cermak,07/01/2016,"8,841.9","7,208","5,076","243,335"
44,Wallace-Racine,07/01/2016,"3,050.5","1,575.5","1,156.8","75,829"
52,Kedzie/California,07/01/2016,"11,134.1","7,361.7","5,388.3","291,820"
86,Narragansett/Ridgeland,07/01/2016,"1,737.7",0,0,"34,754"
80,Irving Park,06/01/2016,"12,034","9,100.2","6,971.3","329,035"
7,Harrison,06/01/2016,"4,286.8",0,0,"94,309"
92,Foster,07/01/2016,"5,768.1","3,609.1","2,950.9","151,112"
34,South Michigan,07/01/2016,"4,530.7","3,409.9","2,591.8","123,214"
169,69th-UPS Express,06/01/2016,187.5,34.1,0,"4,262"
48,South Damen,06/01/2016,853.1,0,0,"18,768"
44,Wallace-Racine,05/01/2016,"3,689.7","1,524","1,148.3","90,469"
111A,Pullman Shuttle,06/01/2016,202,176.1,106.4,"5,574"
205,Chicago/Golf,06/01/2016,791.2,0,0,"17,407"
49B,North Western,07/01/2016,"5,214.9","3,524.9","3,091.6","140,471"
156,LaSalle,06/01/2016,"7,280.2",0,0,"160,164"
63,63rd,07/01/2016,"14,817.7","11,438.8","9,034","407,752"
85A,North Central,07/01/2016,594.5,263.3,0,"13,206"
56,Milwaukee,07/01/2016,"8,228.1","4,782.7","3,779.9","211,155"
54B,South Cicero,07/01/2016,"3,213.5","2,706.1","1,871.9","89,032"
1,Bronzeville/Union Station,05/01/2016,"1,743.1",33.9,0,"36,741"
100,Jeffery Manor Express,07/01/2016,592.2,0,0,"11,845"
2,Hyde Park Express,06/01/2016,"3,337.5",0,0,"73,424"
54,Cicero,05/01/2016,"10,912.8","7,238.6","5,797.1","292,906"
146,Inner Drive/Michigan Express,07/01/2016,"13,569.8","11,306.2","9,647.9","385,815"
66,Chicago,05/01/2016,"23,046.4","14,252.3","11,148.7","607,875"
205,Chicago/Golf,07/01/2016,741.4,0,0,"14,829"
91,Austin,05/01/2016,"6,795.8","3,494.1","2,605.8","172,323"
30,South Chicago,05/01/2016,"3,607","2,110.6",803.4,"89,010"
55,Garfield,07/01/2016,"10,486.8","7,768.1","6,213.6","285,859"
37,Sedgwick,07/01/2016,"1,414.8",0,0,"28,297"
2,Hyde Park Express,07/01/2016,"3,112.6",0,0,"62,252"
36,Broadway,07/01/2016,"11,962","12,115.4","9,542.3","357,071"
152,Addison,05/01/2016,"10,680.4","4,999.6","4,095.7","268,861"
95E,93rd-95th,07/01/2016,"3,196.3","2,159.1","1,833.8","85,725"
130,Museum Campus,06/01/2016,671.4,450.1,556.2,"18,795"
121,Union/Streeterville Express,07/01/2016,"1,134",0,0,"22,680"
103,West 103rd,06/01/2016,"2,320.9","1,303.9","1,115.1","60,735"
3,King Drive,05/01/2016,"18,508.2","12,435","8,976.3","492,270"
54A,North Cicero/Skokie Blvd.,06/01/2016,815.3,0,0,"17,936"
7,Harrison,05/01/2016,"4,499",0,0,"94,479"
5,South Shore Night Bus,07/01/2016,506,530.4,538.6,"16,003"
53,Pulaski,05/01/2016,"19,182.6","11,768.8","9,206.4","505,148"
95W,West 95th,06/01/2016,"2,071.7","1,731.7","1,529.4","58,622"
96,Lunt,07/01/2016,816.8,0,0,"16,336"
85,Central,07/01/2016,"8,799.8","6,444.7","4,812.8","237,096"
62H,Archer/Harlem,07/01/2016,974.8,476.3,0,"21,877"
8,Halsted,07/01/2016,"18,214.3","11,090.6","8,645.9","471,614"
49,Western,05/01/2016,"16,617.4","14,242.5","10,805.5","470,768"
94,South California,06/01/2016,"9,111.4","4,811","3,797","234,884"
95E,93rd-95th,05/01/2016,"3,617.3","2,344.2","1,864.9","96,529"
52A,South Kedzie,07/01/2016,"3,907.5","2,117.9","1,454.4","97,466"
148,Clarendon/Michigan Express,05/01/2016,"2,462.6",0,0,"51,715"
66,Chicago,07/01/2016,"22,349.4","14,949.1","11,757.4","592,279"
90,Harlem,07/01/2016,"4,529.1","3,057.9","2,044.6","118,139"
135,Clarendon/LaSalle Express,05/01/2016,"2,971.5",0,0,"62,402"
X49,Western Express,07/01/2016,"4,991.4",0,0,"99,827"
65,Grand,05/01/2016,"8,474","4,736.8","3,755.8","219,436"
206,Evanston Circulator,06/01/2016,381.4,0,0,"8,392"
112,Vincennes/111th,05/01/2016,"2,596.6","1,185.1",716.7,"63,569"
11,Lincoln,07/01/2016,"1,899.2",943.2,651,"46,605"
79,79th,07/01/2016,"23,964.7","18,455","14,435.5","658,183"
108,Halsted/95th,06/01/2016,"1,183.1",0,0,"26,029"
4,Cottage Grove,05/01/2016,"20,903.1","13,495.8","10,281.7","554,638"
37,Sedgwick,05/01/2016,"1,514.8",0,0,"31,812"
60,Blue Island/26th,05/01/2016,"9,534.9","5,112.2","4,530.7","247,866"
130,Museum Campus,05/01/2016,317.1,839.2,301.4,"2,076"
170,U. of Chicago/Midway,06/01/2016,28.7,0,0,57
201,Central/Ridge,05/01/2016,"2,390.8","1,204.9",0,"55,027"
155,Devon,06/01/2016,"7,112.9","5,909.6","5,023.1","200,215"
35,31st/35th,07/01/2016,"4,971.3","3,325.2","2,568.7","131,465"
3,King Drive,06/01/2016,"17,619.5","12,826.1","9,298.5","476,127"
49B,North Western,06/01/2016,"5,449.9","3,662.2","3,039","146,702"
52A,South Kedzie,05/01/2016,"4,333.3","2,169","1,463.6","108,456"
18,16th/18th,06/01/2016,"3,518","2,212.6","1,994.4","94,223"
52,Kedzie/California,05/01/2016,"12,328.2","7,140.5","5,492","320,406"
72,North,06/01/2016,"15,564.3","13,435.5","9,604.4","434,574"
84,Peterson,05/01/2016,"4,014.7","1,964.7","1,502.3","101,181"
51,51st,05/01/2016,"1,520.1",867.2,667.5,"39,395"
53,Pulaski,07/01/2016,"16,404.1","11,916","8,753.7","440,183"
10,Museum of S & I,07/01/2016,843.8,821,707.4,"25,226"
130,Museum Campus,07/01/2016,792.9,967.5,813.1,"25,575"
67,67th-69th-71st,06/01/2016,"11,277.6","8,341.9","6,671.8","308,161"
112,Vincennes/111th,07/01/2016,"1,905.9","1,119.2",751,"48,221"
60,Blue Island/26th,06/01/2016,"9,422.4","5,671.1","4,965.5","249,840"
36,Broadway,06/01/2016,"12,441.7","12,339.1","9,318.5","360,348"
80,Irving Park,05/01/2016,"12,468","8,664.9","6,574.9","335,936"
96,Lunt,06/01/2016,849.5,0,0,"18,689"
63,63rd,05/01/2016,"16,639","10,578","8,951.2","445,439"
15,Jeffery Local,06/01/2016,"7,222.4","4,891","4,120.1","194,937"
63,63rd,06/01/2016,"15,709.4","11,508.2","9,140.5","428,202"
91,Austin,07/01/2016,"5,893.1","3,602.5","2,601.4","151,484"
154,Wrigley Field Express,05/01/2016,15.3,0,0,61
125,Water Tower Express,07/01/2016,"1,236.7",0,0,"24,734"
192,U. of Chicago Hospitals Express,06/01/2016,859.6,0,0,"18,911"
169,69th-UPS Express,07/01/2016,207.9,34.1,0,"4,329"
147,Outer Drive Express,06/01/2016,"12,431.3","10,000.1","7,535","343,628"
126,Jackson,07/01/2016,"4,588.2","2,763.3","2,119.2","118,295"
2,Hyde Park Express,05/01/2016,"3,398.7",0,0,"71,373"
20,Madison,05/01/2016,"17,473.3","9,789.2","7,833.6","453,097"
85A,North Central,05/01/2016,607.3,264.1,0,"13,809"
78,Montrose,07/01/2016,"7,574","5,138.3","4,045.4","201,443"
81W,West Lawrence,07/01/2016,"1,575.6",941.3,599.4,"39,815"
111A,Pullman Shuttle,07/01/2016,182.5,189.7,119.7,"5,318"
165,West 65th,05/01/2016,116.9,0,0,"2,454"
120,Ogilvie/Streeterville Express,06/01/2016,850.7,0,0,"18,716"
39,Pershing,05/01/2016,"2,059.4",0,0,"43,247"
111,111th/King Drive,06/01/2016,"3,455.7","2,302.2","1,681.6","91,960"
84,Peterson,06/01/2016,"3,950.3","1,966.9","1,520.5","100,857"
44,Wallace-Racine,06/01/2016,"3,386","1,521.8","1,145.1","85,159"
155,Devon,07/01/2016,"6,963.8","5,840.1","4,845.5","197,550"
121,Union/Streeterville Express,06/01/2016,"1,214.7",0,0,"26,723"
66,Chicago,06/01/2016,"22,761.1","15,293.5","11,649.7","608,517"
49,Western,07/01/2016,"15,740.5","14,420.4","10,813.9","451,796"
10,Museum of S & I,05/01/2016,291.6,452.3,601.9,"5,712"
J14,Jeffery Jump,07/01/2016,"10,168.4","5,561.8","3,824.2","254,121"
62,Archer,07/01/2016,"9,849","6,815.1","5,680.2","265,137"
143,Stockton/Michigan Express,05/01/2016,"1,901.7",0,0,"39,937"
97,Skokie,06/01/2016,"3,178.5","2,145.1","1,629.1","85,022"
67,67th-69th-71st,05/01/2016,"11,904.2","8,221.2","6,611.3","322,541"
59,59th/61st,06/01/2016,"3,153.6","1,859.8",0,"76,818"
37,Sedgwick,06/01/2016,"1,453.4",0,0,"31,974"
111A,Pullman Shuttle,05/01/2016,177.6,167,115.6,"5,092"
126,Jackson,06/01/2016,"4,970.6","2,595.7","2,177.9","128,447"
1001,Shuttle/Special Event Route,06/01/2016,44,381.2,626.2,"4,954"
55A,55th/Austin,07/01/2016,292,0,0,"5,840"
81,Lawrence,05/01/2016,"12,485.2","9,288.7","7,679.7","345,422"
76,Diversey,06/01/2016,"11,873.6","6,948.1","4,950.8","308,815"
55A,55th/Austin,05/01/2016,326.9,0,0,"6,865"
169,69th-UPS Express,05/01/2016,183.2,24.2,0,"3,944"
132,Goose Island Express,07/01/2016,221.2,0,0,"4,424"
55N,55th/Narragansett,07/01/2016,503.9,188.9,0,"11,023"
57,Laramie,07/01/2016,"2,248.5","1,100.2",735.8,"54,886"
124,Navy Pier,07/01/2016,"1,801.5","1,860.8","1,958.4","57,085"
8A,South Halsted,07/01/2016,"2,819.1","2,193.2","1,533.7","76,549"
8,Halsted,05/01/2016,"19,787.1","11,494.1","8,663.1","513,483"
9,Ashland,06/01/2016,"18,265.2","18,548.8","14,410.3","533,671"
19,United Center Express,06/01/2016,78.4,215.7,0,294
172,U. of Chicago/Kenwood,07/01/2016,511.5,0,0,"10,230"
201,Central/Ridge,06/01/2016,"2,040.2","1,138",0,"49,436"
8A,South Halsted,06/01/2016,"2,945.1","2,138.9","1,527.1","79,455"
75,74th-75th,10/01/2016,"7,412","5,093.3","3,809.4","200,164"
93,California/Dodge,10/01/2016,"3,720.2","1,579.1",0,"86,020"
52,Kedzie/California,08/01/2016,"11,540.2","7,402.3","5,580.1","317,354"
128,Soldier Field Express,09/01/2016,498.2,0,0,498
100,Jeffery Manor Express,10/01/2016,740.7,0,0,"15,555"
155,Devon,10/01/2016,"7,353.2","6,084","4,596","207,816"
94,South California,10/01/2016,"9,764","5,070.4","3,775.4","249,274"
8A,South Halsted,09/01/2016,"3,248.3","2,374.7","1,513.5","85,280"
55N,55th/Narragansett,10/01/2016,652.5,197.2,0,"14,688"
12,Roosevelt,10/01/2016,"14,778.7","9,291.4","6,671.5","390,168"
82,Kimball-Homan,09/01/2016,"20,691.5","11,707.1","8,866.5","525,682"
103,West 103rd,08/01/2016,"2,048.8","1,111","1,040.1","55,726"
1001,Shuttle/Special Event Route,09/01/2016,53.9,141.9,144.2,"2,168"
132,Goose Island Express,09/01/2016,237.2,0,0,"4,982"
36,Broadway,09/01/2016,"12,094","11,966.4","9,803.2","350,855"
90,Harlem,08/01/2016,"4,711.7","3,220.4","2,314.3","130,508"
26,South Shore Express,08/01/2016,"4,034.6",0,0,"92,796"
34,South Michigan,09/01/2016,"5,443.1","3,565.7","2,793.4","142,534"
62,Archer,10/01/2016,"11,301.1","6,928.3","4,931.5","296,623"
135,Clarendon/LaSalle Express,09/01/2016,"3,106.3",0,0,"65,233"
X9,Ashland Express,08/01/2016,"7,241.2",0,0,"166,548"
47,47th,10/01/2016,"10,610.2","7,612.7","5,274.5","287,251"
97,Skokie,08/01/2016,"3,168.4","2,058.1","1,679.9","87,826"
54B,South Cicero,09/01/2016,"3,580.5","3,097.8","2,027.9","97,722"
85,Central,09/01/2016,"10,291.8","6,492.9","4,906.4","266,631"
63W,West 63rd,08/01/2016,"1,365.1",595.2,532.2,"35,908"
55A,55th/Austin,08/01/2016,310.8,0,0,"7,147"
172,U. of Chicago/Kenwood,09/01/2016,"1,653.9",397.7,214.5,"36,998"
6,Jackson Park Express,09/01/2016,"9,872.8","9,207.7","7,357.1","280,946"
103,West 103rd,10/01/2016,"2,788.7","1,395.9","1,049.8","70,791"
205,Chicago/Golf,09/01/2016,954,0,0,"20,035"
155,Devon,09/01/2016,"8,727.3","6,116.7","4,870.6","232,093"
100,Jeffery Manor Express,09/01/2016,760.3,0,0,"15,966"
31,31st,09/01/2016,470.3,0,0,"8,935"
52A,South Kedzie,10/01/2016,"4,641.7","2,204.1","1,445.3","115,723"
125,Water Tower Express,09/01/2016,"1,288.7",0,0,"27,063"
44,Wallace-Racine,08/01/2016,"3,041.6","1,561.7","1,260.5","81,245"
86,Narragansett/Ridgeland,08/01/2016,"1,754.7",0,0,"40,359"
22,Clark,10/01/2016,"16,896.1","13,514.5","10,538.9","475,086"
44,Wallace-Racine,09/01/2016,"3,856.8","1,746.7","1,198.8","93,972"
50,Damen,09/01/2016,"10,295.6","5,402","3,872.4","257,178"
75,74th-75th,08/01/2016,"6,031.2","4,683.5","3,794.1","172,628"
169,69th-UPS Express,08/01/2016,202.9,28.3,0,"4,780"
87,87th,08/01/2016,"11,478.4","8,286","6,617.8","323,619"
67,67th-69th-71st,09/01/2016,"12,241.7","8,441.7","6,519.3","323,439"
70,Division,10/01/2016,"9,463.6","5,544.4","4,085.1","246,884"
3,King Drive,09/01/2016,"19,400.3","13,041.4","9,384.5","506,495"
5,South Shore Night Bus,10/01/2016,325.6,311.7,368.5,"10,239"
30,South Chicago,10/01/2016,"3,588.1","2,161.2",832.2,"90,316"
62H,Archer/Harlem,10/01/2016,"1,121.2",472.3,0,"25,908"
21,Cermak,08/01/2016,"9,129.5","7,197","5,216.5","259,633"
62,Archer,09/01/2016,"11,416.6","6,937.7","5,586","295,430"
21,Cermak,10/01/2016,"9,819.4","7,841.9","5,175","271,293"
76,Diversey,09/01/2016,"12,194.8","7,031.8","5,045.3","309,444"
90,Harlem,09/01/2016,"4,856.4","3,337.7","2,384.9","127,260"
54B,South Cicero,08/01/2016,"3,368.6","2,703.6","2,018.7","96,367"
106,East 103rd,08/01/2016,"1,163.8",466.4,373.2,"30,126"
115,Pullman/115th,09/01/2016,"3,567.7","1,938.5","1,503.3","90,192"
205,Chicago/Golf,10/01/2016,915.2,0,0,"19,219"
119,Michigan/119th,09/01/2016,"4,664","3,427.7","2,630.6","124,808"
112,Vincennes/111th,10/01/2016,"2,572.4","1,213.1",774.1,"63,956"
52A,South Kedzie,08/01/2016,"3,926.1","2,268.7","1,455.8","105,198"
97,Skokie,10/01/2016,"3,316.5","2,275.4","1,645.4","89,250"
66,Chicago,10/01/2016,"22,945.4","14,554.7","10,450","606,878"
136,Sheridan/LaSalle Express,08/01/2016,"1,829.6",0,0,"42,080"
57,Laramie,09/01/2016,"2,809.4","1,168.9",755.5,"67,451"
11,Lincoln,09/01/2016,"2,062.9",943.6,662.4,"50,407"
55A,55th/Austin,09/01/2016,348.1,0,0,"7,311"
147,Outer Drive Express,10/01/2016,"12,315.6","10,248.1","7,358.1","346,659"
22,Clark,08/01/2016,"16,289.4","13,944.5","11,522.4","476,523"
111,111th/King Drive,10/01/2016,"3,872.8","2,366","1,708.5","101,700"
80,Irving Park,08/01/2016,"10,669","8,068.8","6,406.1","303,286"
146,Inner Drive/Michigan Express,08/01/2016,"13,683.9","11,177.6","8,887.2","394,989"
65,Grand,09/01/2016,"9,005.3","5,689.2","4,291.2","233,325"
60,Blue Island/26th,08/01/2016,"9,931.4","5,606.5","5,093","271,221"
63W,West 63rd,09/01/2016,"1,490.1",654.1,523.7,"36,527"
112,Vincennes/111th,09/01/2016,"2,617.6","1,211",846.6,"64,047"
24,Wentworth,08/01/2016,"2,499.9",0,0,"57,498"
2,Hyde Park Express,08/01/2016,"3,069.5",0,0,"70,598"
4,Cottage Grove,09/01/2016,"21,737.3","14,106.4","11,251","569,165"
95,95th,10/01/2016,"6,038","4,248.5","3,112.5","163,604"
30,South Chicago,08/01/2016,"2,768.3","2,084",908.5,"75,640"
146,Inner Drive/Michigan Express,10/01/2016,"13,611.8","11,189.7","9,115.6","387,373"
49B,North Western,08/01/2016,"5,199","3,722","3,014.9","146,524"
74,Fullerton,09/01/2016,"12,400.6","8,356.2","6,206.2","324,868"
7,Harrison,10/01/2016,"5,531.3",0,0,"116,156"
120,Ogilvie/Streeterville Express,08/01/2016,802.6,0,0,"18,460"
143,Stockton/Michigan Express,08/01/2016,"1,812.8",0,0,"41,693"
21,Cermak,09/01/2016,"10,005.9","7,766.8","5,606.9","269,225"
5,South Shore Night Bus,08/01/2016,489.8,553.3,533.3,"15,611"
67,67th-69th-71st,10/01/2016,"12,163.8","8,572.2","6,542","331,012"
81,Lawrence,09/01/2016,"12,319.8","9,200.3","7,556.7","333,301"
86,Narragansett/Ridgeland,10/01/2016,"3,257.3",0,0,"68,404"
95E,93rd-95th,08/01/2016,"3,161","2,181.7","1,876.5","88,935"
124,Navy Pier,08/01/2016,"1,741.7","1,578.6","1,538.9","52,529"
143,Stockton/Michigan Express,09/01/2016,"1,831.8",0,0,"38,468"
43,43rd,10/01/2016,"1,643.5",837.4,520.9,"41,306"
63,63rd,08/01/2016,"14,651.2","11,103.4","9,243.9","418,366"
59,59th/61st,08/01/2016,"2,932.2","1,752.9",0,"74,451"
111A,Pullman Shuttle,08/01/2016,179.6,167.5,123.4,"5,295"
169,69th-UPS Express,09/01/2016,201.5,25.1,0,"4,332"
111A,Pullman Shuttle,10/01/2016,205.1,205,144.7,"6,056"
56,Milwaukee,08/01/2016,"8,145.1","5,104.5","3,768.1","222,828"
31,31st,10/01/2016,537.8,0,0,"11,294"
X98,Avon Express,08/01/2016,15.7,0,0,361
72,North,08/01/2016,"14,809.1","12,496.6","10,778.6","433,710"
77,Belmont,09/01/2016,"22,065.8","13,921.7","10,573","571,934"
82,Kimball-Homan,10/01/2016,"20,206","11,216.3","8,437.4","522,595"
151,Sheridan,08/01/2016,"15,670.4","15,725.6","13,442.9","477,092"
3,King Drive,10/01/2016,"18,973.9","12,952.8","8,360","505,017"
28,Stony Island,09/01/2016,"6,900.3","3,634","2,593","172,407"
100,Jeffery Manor Express,08/01/2016,559.1,0,0,"12,858"
50,Damen,08/01/2016,"8,593","5,196.2","4,047.9","234,615"
120,Ogilvie/Streeterville Express,09/01/2016,848,0,0,"17,807"
35,31st/35th,10/01/2016,"5,572.5","3,248.3","2,399.8","145,262"
80,Irving Park,09/01/2016,"11,951.3","8,510.2","6,341.8","316,728"
81W,West Lawrence,09/01/2016,"1,854.9","1,038.5",655,"46,383"
29,State,08/01/2016,"11,758.1","9,740.9","7,796.8","340,588"
152,Addison,08/01/2016,"8,177.5","4,564.4","3,353.2","219,752"
1001,Shuttle/Special Event Route,08/01/2016,72.2,488.6,748.3,"6,047"
43,43rd,08/01/2016,"1,589.8",770.9,537,"41,797"
20,Madison,10/01/2016,"18,020.9","10,628.3","7,682.1","469,990"
103,West 103rd,09/01/2016,"2,757.5","1,396.9","1,072.9","68,859"
132,Goose Island Express,10/01/2016,253.8,0,0,"5,329"
7,Harrison,09/01/2016,"5,567",0,0,"116,907"
135,Clarendon/LaSalle Express,10/01/2016,"3,183.5",0,0,"66,853"
53,Pulaski,08/01/2016,"16,885.7","12,315.3","9,130","474,152"
81,Lawrence,08/01/2016,"11,801.5","9,279.8","7,662.5","339,203"
96,Lunt,09/01/2016,912.6,0,0,"19,165"
51,51st,09/01/2016,"1,591.5","1,011.4",736.3,"41,148"
81W,West Lawrence,08/01/2016,"1,651.5",935.6,632.4,"44,257"
85A,North Central,08/01/2016,587.4,294.9,0,"14,689"
19,United Center Express,10/01/2016,224.5,255.8,243,"4,234"
71,71st/South Shore,10/01/2016,"9,146.9","6,815.8","5,240.3","252,366"
55,Garfield,10/01/2016,"11,325.4","8,846.2","6,578.3","314,955"
124,Navy Pier,10/01/2016,932.8,"1,304.5",706.5,"29,643"
62H,Archer/Harlem,09/01/2016,"1,101.6",514.6,0,"25,193"
8,Halsted,08/01/2016,"18,875.5","11,166.2","9,570.9","517,084"
84,Peterson,08/01/2016,"3,258.4","1,848.4","1,380.3","87,858"
29,State,09/01/2016,"12,676.7","9,896.4","7,590.7","343,749"
1,Bronzeville/Union Station,08/01/2016,"1,585.2",0,0,"36,459"
91,Austin,09/01/2016,"6,850.7","3,817.6","2,800.5","173,137"
63,63rd,09/01/2016,"17,565.3","11,375.6","9,266","460,703"
81,Lawrence,10/01/2016,"12,194.3","9,474.3","7,343.7","340,170"
55N,55th/Narragansett,08/01/2016,486.4,193.2,0,"11,960"
84,Peterson,10/01/2016,"4,047.6","2,184.3","1,458.6","103,214"
85,Central,08/01/2016,"9,008.9","6,469.2","4,877.8","252,593"
54A,North Cicero/Skokie Blvd.,10/01/2016,800.3,0,0,"16,807"
X9,Ashland Express,10/01/2016,"9,153.1",0,0,"192,214"
53A,South Pulaski,10/01/2016,"9,425.9","3,887.6","2,430.5","229,535"
65,Grand,10/01/2016,"9,045.1","5,427.9","3,748.5","235,830"
30,South Chicago,09/01/2016,"3,544.8","2,083.6",855.2,"87,050"
126,Jackson,10/01/2016,"5,866.6","2,904.5","1,938.4","147,414"
148,Clarendon/Michigan Express,09/01/2016,"2,406.9",0,0,"50,545"
18,16th/18th,10/01/2016,"4,058.5","2,724.2","2,050.8","109,103"
155,Devon,08/01/2016,"6,858.5","5,923.6","4,802.1","200,649"
20,Madison,08/01/2016,"16,056.2","10,080.4","8,119.8","442,092"
192,U. of Chicago Hospitals Express,08/01/2016,838.6,0,0,"19,288"
156,LaSalle,10/01/2016,"6,933",0,0,"145,594"
143,Stockton/Michigan Express,10/01/2016,"1,919",0,0,"40,298"
93,California/Dodge,08/01/2016,"3,114.6","1,469.8",0,"77,514"
70,Division,09/01/2016,"9,356.3","5,371.2","4,299","239,462"
206,Evanston Circulator,08/01/2016,451.4,0,0,"10,382"
49,Western,08/01/2016,"15,872.9","14,555.8","11,284.4","468,438"
121,Union/Streeterville Express,09/01/2016,"1,040.7",0,0,"21,854"
84,Peterson,09/01/2016,"4,115.1","2,141.8","1,504.8","102,508"
5,South Shore Night Bus,09/01/2016,363.1,368.1,399.2,"11,094"
73,Armitage,08/01/2016,"5,004.1","2,668.8","2,236","134,714"
165,West 65th,08/01/2016,114.6,0,0,"2,635"
93,California/Dodge,09/01/2016,"3,837.5","1,632.7",0,"87,119"
15,Jeffery Local,09/01/2016,"7,824.1","5,180.2","4,174.4","205,899"
28,Stony Island,08/01/2016,"5,818.5","3,102.2","2,565.7","156,497"
49B,North Western,09/01/2016,"5,739.9","3,769","3,082.3","151,026"
165,West 65th,10/01/2016,128.1,0,0,"2,691"
55,Garfield,09/01/2016,"11,383.9","7,878","6,541.6","303,282"
8,Halsted,09/01/2016,"22,932.9","12,233.2","9,350.5","577,276"
78,Montrose,10/01/2016,"8,274.5","5,150.8","3,661.1","217,823"
